datetime,open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,volume
2023-04-24 14:25:00,0.461,0.46,0.461,0.46,16115700.0,7418063.0,2023,4,24,14,25,2023-04-24 14:25,16115700.0
2023-04-24 14:30:00,0.461,0.461,0.461,0.46,11838100.0,5452014.0,2023,4,24,14,30,2023-04-24 14:30,11838100.0
2023-04-24 14:35:00,0.461,0.46,0.461,0.46,12457000.0,5739666.0,2023,4,24,14,35,2023-04-24 14:35,12457000.0
2023-04-24 14:40:00,0.461,0.461,0.461,0.46,20825900.0,9597661.0,2023,4,24,14,40,2023-04-24 14:40,20825900.0
2023-04-24 14:45:00,0.461,0.461,0.461,0.46,13875000.0,6387191.0,2023,4,24,14,45,2023-04-24 14:45,13875000.0
2023-04-24 14:50:00,0.461,0.46,0.461,0.46,12419700.0,5721281.0,2023,4,24,14,50,2023-04-24 14:50,12419700.0
2023-04-24 14:55:00,0.461,0.462,0.462,0.46,38553500.0,17774128.0,2023,4,24,14,55,2023-04-24 14:55,38553500.0
2023-04-24 15:00:00,0.461,0.462,0.463,0.461,53022000.0,24519254.0,2023,4,24,15,0,2023-04-24 15:00,53022000.0
2023-04-25 09:35:00,0.463,0.459,0.463,0.459,115210000.0,53043824.0,2023,4,25,9,35,2023-04-25 09:35,115210000.0
2023-04-25 09:40:00,0.459,0.459,0.46,0.458,106420200.0,48829244.0,2023,4,25,9,40,2023-04-25 09:40,106420200.0
2023-04-25 09:45:00,0.459,0.457,0.459,0.456,66299300.0,30340292.0,2023,4,25,9,45,2023-04-25 09:45,66299300.0
2023-04-25 09:50:00,0.457,0.458,0.458,0.457,31033400.0,14193327.0,2023,4,25,9,50,2023-04-25 09:50,31033400.0
2023-04-25 09:55:00,0.458,0.455,0.458,0.455,81523104.0,37201736.0,2023,4,25,9,55,2023-04-25 09:55,81523104.0
2023-04-25 10:00:00,0.455,0.454,0.456,0.453,123379904.0,56098476.0,2023,4,25,10,0,2023-04-25 10:00,123379904.0
2023-04-25 10:05:00,0.455,0.454,0.455,0.453,55253800.0,25095402.0,2023,4,25,10,5,2023-04-25 10:05,55253800.0
2023-04-25 10:10:00,0.454,0.453,0.454,0.452,142025408.0,64314528.0,2023,4,25,10,10,2023-04-25 10:10,142025408.0
2023-04-25 10:15:00,0.453,0.454,0.454,0.453,31210500.0,14147403.0,2023,4,25,10,15,2023-04-25 10:15,31210500.0
2023-04-25 10:20:00,0.453,0.453,0.454,0.452,86197904.0,39052956.0,2023,4,25,10,20,2023-04-25 10:20,86197904.0
2023-04-25 10:25:00,0.453,0.453,0.453,0.452,54356100.0,24580388.0,2023,4,25,10,25,2023-04-25 10:25,54356100.0
2023-04-25 10:30:00,0.453,0.455,0.455,0.452,75899200.0,34380408.0,2023,4,25,10,30,2023-04-25 10:30,75899200.0
2023-04-25 10:35:00,0.455,0.455,0.455,0.453,58649200.0,26628180.0,2023,4,25,10,35,2023-04-25 10:35,58649200.0
2023-04-25 10:40:00,0.455,0.453,0.455,0.453,33574300.0,15223265.0,2023,4,25,10,40,2023-04-25 10:40,33574300.0
2023-04-25 10:45:00,0.453,0.453,0.454,0.452,48087100.0,21764404.0,2023,4,25,10,45,2023-04-25 10:45,48087100.0
2023-04-25 10:50:00,0.453,0.454,0.454,0.452,49453300.0,22394612.0,2023,4,25,10,50,2023-04-25 10:50,49453300.0
2023-04-25 10:55:00,0.454,0.454,0.454,0.452,39385900.0,17849544.0,2023,4,25,10,55,2023-04-25 10:55,39385900.0
2023-04-25 11:00:00,0.454,0.454,0.454,0.453,53124000.0,24076478.0,2023,4,25,11,0,2023-04-25 11:00,53124000.0
2023-04-25 11:05:00,0.454,0.452,0.454,0.452,38877500.0,17604484.0,2023,4,25,11,5,2023-04-25 11:05,38877500.0
2023-04-25 11:10:00,0.452,0.452,0.454,0.452,21331400.0,9650725.0,2023,4,25,11,10,2023-04-25 11:10,21331400.0
2023-04-25 11:15:00,0.452,0.452,0.453,0.451,31431100.0,14210473.0,2023,4,25,11,15,2023-04-25 11:15,31431100.0
2023-04-25 11:20:00,0.452,0.454,0.454,0.451,40172700.0,18177050.0,2023,4,25,11,20,2023-04-25 11:20,40172700.0
2023-04-25 11:25:00,0.453,0.456,0.457,0.453,84946600.0,38670280.0,2023,4,25,11,25,2023-04-25 11:25,84946600.0
2023-04-25 11:30:00,0.456,0.455,0.457,0.454,29438200.0,13389793.0,2023,4,25,11,30,2023-04-25 11:30,29438200.0
2023-04-25 13:05:00,0.455,0.454,0.455,0.453,44376600.0,20132552.0,2023,4,25,13,5,2023-04-25 13:05,44376600.0
2023-04-25 13:10:00,0.454,0.452,0.454,0.451,55182900.0,24964536.0,2023,4,25,13,10,2023-04-25 13:10,55182900.0
2023-04-25 13:15:00,0.452,0.453,0.453,0.451,35874500.0,16204670.0,2023,4,25,13,15,2023-04-25 13:15,35874500.0
2023-04-25 13:20:00,0.453,0.452,0.453,0.451,35478200.0,16024883.0,2023,4,25,13,20,2023-04-25 13:20,35478200.0
2023-04-25 13:25:00,0.452,0.451,0.453,0.451,34258700.0,15467557.0,2023,4,25,13,25,2023-04-25 13:25,34258700.0
2023-04-25 13:30:00,0.451,0.452,0.452,0.451,31220300.0,14085408.0,2023,4,25,13,30,2023-04-25 13:30,31220300.0
2023-04-25 13:35:00,0.451,0.451,0.452,0.45,32531000.0,14664710.0,2023,4,25,13,35,2023-04-25 13:35,32531000.0
2023-04-25 13:40:00,0.451,0.451,0.451,0.45,26966200.0,12142829.0,2023,4,25,13,40,2023-04-25 13:40,26966200.0
2023-04-25 13:45:00,0.451,0.451,0.452,0.45,58240200.0,26230738.0,2023,4,25,13,45,2023-04-25 13:45,58240200.0
2023-04-25 13:50:00,0.451,0.451,0.452,0.45,42890500.0,19332658.0,2023,4,25,13,50,2023-04-25 13:50,42890500.0
2023-04-25 13:55:00,0.451,0.451,0.452,0.45,205689904.0,92734048.0,2023,4,25,13,55,2023-04-25 13:55,205689904.0
2023-04-25 14:00:00,0.451,0.451,0.453,0.45,82217904.0,37066936.0,2023,4,25,14,0,2023-04-25 14:00,82217904.0
2023-04-25 14:05:00,0.452,0.454,0.454,0.451,42131700.0,19065036.0,2023,4,25,14,5,2023-04-25 14:05,42131700.0
2023-04-25 14:10:00,0.454,0.454,0.455,0.453,43445600.0,19718554.0,2023,4,25,14,10,2023-04-25 14:10,43445600.0
2023-04-25 14:15:00,0.453,0.454,0.455,0.453,45447700.0,20646600.0,2023,4,25,14,15,2023-04-25 14:15,45447700.0
2023-04-25 14:20:00,0.454,0.454,0.454,0.453,27701400.0,12559438.0,2023,4,25,14,20,2023-04-25 14:20,27701400.0
2023-04-25 14:25:00,0.453,0.453,0.453,0.452,53509200.0,24209200.0,2023,4,25,14,25,2023-04-25 14:25,53509200.0
2023-04-25 14:30:00,0.453,0.452,0.453,0.452,31672400.0,14330608.0,2023,4,25,14,30,2023-04-25 14:30,31672400.0
2023-04-25 14:35:00,0.453,0.452,0.454,0.452,27288100.0,12344597.0,2023,4,25,14,35,2023-04-25 14:35,27288100.0
2023-04-25 14:40:00,0.453,0.454,0.454,0.452,38093600.0,17241256.0,2023,4,25,14,40,2023-04-25 14:40,38093600.0
2023-04-25 14:45:00,0.454,0.453,0.454,0.453,32668500.0,14803227.0,2023,4,25,14,45,2023-04-25 14:45,32668500.0
2023-04-25 14:50:00,0.454,0.454,0.454,0.453,30590800.0,13863338.0,2023,4,25,14,50,2023-04-25 14:50,30590800.0
2023-04-25 14:55:00,0.454,0.454,0.454,0.452,33828900.0,15328106.0,2023,4,25,14,55,2023-04-25 14:55,33828900.0
2023-04-25 15:00:00,0.453,0.455,0.456,0.452,101707104.0,46219784.0,2023,4,25,15,0,2023-04-25 15:00,101707104.0
2023-04-26 09:35:00,0.452,0.457,0.458,0.451,136212992.0,61986772.0,2023,4,26,9,35,2023-04-26 09:35,136212992.0
2023-04-26 09:40:00,0.456,0.455,0.459,0.454,145289104.0,66312252.0,2023,4,26,9,40,2023-04-26 09:40,145289104.0
2023-04-26 09:45:00,0.454,0.455,0.456,0.454,58585200.0,26628936.0,2023,4,26,9,45,2023-04-26 09:45,58585200.0
2023-04-26 09:50:00,0.455,0.455,0.455,0.454,76144800.0,34588888.0,2023,4,26,9,50,2023-04-26 09:50,76144800.0
2023-04-26 09:55:00,0.455,0.454,0.455,0.452,46866000.0,21246760.0,2023,4,26,9,55,2023-04-26 09:55,46866000.0
2023-04-26 10:00:00,0.453,0.454,0.454,0.452,33751900.0,15287071.0,2023,4,26,10,0,2023-04-26 10:00,33751900.0
2023-04-26 10:05:00,0.454,0.454,0.455,0.453,27558000.0,12504336.0,2023,4,26,10,5,2023-04-26 10:05,27558000.0
2023-04-26 10:10:00,0.454,0.454,0.455,0.454,13222400.0,6004803.0,2023,4,26,10,10,2023-04-26 10:10,13222400.0
2023-04-26 10:15:00,0.454,0.455,0.455,0.453,17283200.0,7843353.0,2023,4,26,10,15,2023-04-26 10:15,17283200.0
2023-04-26 10:20:00,0.455,0.455,0.456,0.454,40641600.0,18494564.0,2023,4,26,10,20,2023-04-26 10:20,40641600.0
2023-04-26 10:25:00,0.454,0.455,0.455,0.454,4814300.0,2188591.0,2023,4,26,10,25,2023-04-26 10:25,4814300.0
2023-04-26 10:30:00,0.455,0.455,0.456,0.454,23439100.0,10672741.0,2023,4,26,10,30,2023-04-26 10:30,23439100.0
2023-04-26 10:35:00,0.456,0.455,0.456,0.454,31746000.0,14441445.0,2023,4,26,10,35,2023-04-26 10:35,31746000.0
2023-04-26 10:40:00,0.454,0.455,0.455,0.454,8716600.0,3961827.0,2023,4,26,10,40,2023-04-26 10:40,8716600.0
