,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
233,sz399249,综企指数,1130.993,10.324,0.921,1120.669,1122.047,1137.148,1116.816,19400693,186300116
234,sz399262,数字经济,1869.095,22.771,1.233,1846.324,1845.407,1870.409,1844.461,1748540912,52902057030
235,sz399263,创业数字,1691.678,18.516,1.107,1673.162,1668.279,1692.976,1668.172,1341863873,31446669241
236,sz399264,创新技术,1424.395,14.651,1.039,1409.744,1408.803,1428.549,1408.631,963308440,22202443094
237,sz399265,创新药械,1263.215,-13.209,-1.035,1276.424,1274.582,1274.582,1257.554,211206983,5438760050
238,sz399266,创新能源,2601.97,5.876,0.226,2596.094,2582.769,2601.97,2558.17,293844559,11406210143
239,sz399269,创质量,4746.427,49.82,1.061,4696.607,4679.787,4748.765,4672.532,566747034,28188842452
240,sz399274,深新基建,3637.882,53.071,1.48,3584.811,3584.581,3639.554,3584.581,1115591050,41257372500
241,sz399275,创医药,3493.162,-31.757,-0.901,3524.919,3517.0,3517.0,3476.611,209282678,6419363062
242,sz399276,创科技,5158.532,23.337,0.454,5135.195,5123.551,5162.314,5122.636,1015149152,27135301162
243,sz399277,公共健康,2948.0,-8.163,-0.276,2956.163,2949.227,2957.278,2936.122,427101225,9080277186
244,sz399278,长江100,1756.038,12.042,0.69,1743.996,1740.501,1756.312,1735.746,2348312173,50055410018
245,sz399279,云科技50,3212.536,52.393,1.658,3160.143,3159.242,3216.032,3156.972,2093120061,52708200940
246,sz399280,生物50,2606.517,-18.055,-0.688,2624.572,2620.932,2620.932,2594.587,241415240,5886121448
247,sz399281,电子50,2629.23,49.64,1.924,2579.59,2586.651,2638.879,2586.165,1257681885,16424561479
248,sz399282,大数据50,4991.119,51.116,1.035,4940.003,4940.052,5017.839,4940.052,1380763477,30742770903
249,sz399283,机器人50,3160.527,50.556,1.626,3109.971,3113.497,3160.937,3109.868,706629958,17748603581
250,sz399284,AI 50,3651.132,25.065,0.691,3626.067,3624.445,3673.803,3623.622,1239462377,34358513039
251,sz399285,物联网50,3873.386,69.382,1.824,3804.004,3810.063,3875.65,3810.063,1417456929,42469833128
252,sz399286,区块链50,3353.521,24.045,0.722,3329.476,3330.887,3357.3,3321.517,1892580457,28749308564
253,sz399290,深转交债,163.676,0.161,0.098,163.515,163.549,163.962,163.265,17927732,2554509638
254,sz399291,创精选88,3925.806,33.552,0.862,3892.254,3886.211,3928.729,3878.216,1463032098,24393807936
255,sz399292,民企发展,1049.054,4.305,0.412,1044.749,1043.335,1049.547,1041.641,3849145438,37211859730
256,sz399293,创业大盘,3948.851,10.744,0.273,3938.107,3926.179,3949.188,3916.976,454249057,24429737953
257,sz399294,中小创Q,2782.75,-11.944,-0.427,2794.694,2787.073,2792.669,2770.949,686374348,16927887345
258,sz399295,创价值,4559.257,8.448,0.186,4550.809,4534.883,4560.138,4524.053,875186602,18483779568
259,sz399296,创成长,5089.713,16.641,0.328,5073.072,5057.396,5094.496,5055.874,1350911075,35275919482
260,sz399297,新浪100,4151.868,14.347,0.347,4137.521,4141.112,4152.662,4122.916,1003524907,7319251905
261,sz399298,深信中高,194.959,0.057,0.029,194.902,194.957,194.959,194.956,3570000,352936615
262,sz399299,深信中低,226.061,0.082,0.036,225.979,226.061,226.061,226.061,0,0
263,sz399300,沪深300,3831.913,-4.79,-0.125,3836.703,3827.325,3834.448,3813.858,7687300900,143620004217
264,sz399301,深信用债,198.473,0.058,0.029,198.415,198.471,198.473,198.471,3570000,352936615
265,sz399302,深公司债,202.458,0.061,0.03,202.397,202.454,202.458,202.454,3570000,352936615
266,sz399303,国证2000,8114.208,35.0,0.433,8079.208,8071.177,8115.401,8051.436,16124961346,205004304523
267,sz399306,深证ETF,1395.553,1.476,0.106,1394.077,1393.418,1396.054,1390.271,9517257652,12735905475
268,sz399307,深证转债,300.161,0.55,0.184,299.611,299.666,300.476,299.207,118194688,20876304069
269,sz399310,国证A50,6096.493,-10.681,-0.175,6107.174,6092.085,6099.494,6076.645,1898189721,41913190203
270,sz399311,国证1000,4064.652,0.061,0.002,4064.591,4055.713,4068.62,4043.376,17777875841,278124974532
271,sz399312,国证300,4448.632,2.034,0.046,4446.598,4435.329,4449.763,4422.25,7098509207,153911141997
272,sz399313,巨潮100,4503.229,-10.937,-0.242,4514.166,4503.07,4507.521,4487.772,4053594615,67754383918
273,sz399314,巨潮大盘,4181.14,-7.322,-0.175,4188.462,4178.901,4184.978,4164.37,6395919822,109678858690
274,sz399315,巨潮中盘,3927.597,5.894,0.15,3921.703,3911.073,3931.934,3899.561,4659405961,80993746053
275,sz399316,巨潮小盘,4947.052,17.386,0.353,4929.666,4923.343,4953.857,4910.574,6722550058,87452369789
276,sz399317,国证Ａ指,5243.453,7.346,0.14,5236.107,5227.447,5243.58,5212.701,42903656709,587492091137
277,sz399318,国证Ｂ指,4649.638,-47.033,-1.001,4696.671,4695.448,4695.47,4646.566,18288145,101757122
278,sz399319,资源优势,2232.795,-17.149,-0.762,2249.944,2237.914,2243.029,2226.535,1761782903,16685145955
279,sz399320,国证服务,2143.189,-18.767,-0.868,2161.956,2153.26,2153.573,2139.4,2392817314,17666241123
280,sz399321,国证红利,6540.683,-50.121,-0.76,6590.804,6580.052,6582.132,6531.172,2534287003,25445532028
281,sz399322,国证治理,8397.098,-7.445,-0.089,8404.543,8388.866,8397.837,8347.626,1478278439,28478375459
282,sz399324,深证红利,8822.212,42.674,0.486,8779.538,8756.864,8825.177,8735.45,1020010143,14490725535
283,sz399326,成长40,4269.867,-4.617,-0.108,4274.484,4261.77,4284.182,4246.691,563159073,17034828720
284,sz399328,深证治理,9678.894,63.936,0.665,9614.958,9593.557,9680.896,9571.828,511662881,15238926154
285,sz399330,深证100,4809.645,18.322,0.382,4791.323,4777.447,4809.906,4768.356,2021576724,58045524512
286,sz399333,中小100R,8292.675,62.044,0.754,8230.631,8214.705,8301.757,8203.888,2238269200,47529535320
287,sz399335,深证央企,4066.012,-19.958,-0.488,4085.97,4071.924,4080.685,4056.667,811102329,13401306761
288,sz399337,深证民营,4627.585,20.161,0.438,4607.424,4594.922,4629.931,4586.788,2082032251,52555295977
289,sz399339,深证科技,6961.674,19.666,0.283,6942.008,6930.71,6971.73,6921.105,1831077459,60126873631
290,sz399341,深证责任,1649.091,5.957,0.363,1643.134,1638.838,1649.305,1634.575,1567350120,31621984448
291,sz399344,深证300R,5748.866,24.293,0.424,5724.573,5710.961,5752.688,5702.212,5077206950,114425746214
292,sz399346,深证成长,3280.683,3.943,0.12,3276.74,3268.088,3292.382,3259.936,1097406096,41193949664
293,sz399348,深证价值,5773.126,4.228,0.073,5768.898,5754.167,5780.113,5743.269,1930157466,27061283283
294,sz399350,皖江30,2523.024,28.387,1.138,2494.637,2489.72,2524.676,2481.331,528535965,14857669473
295,sz399351,创新示范,8433.04,20.896,0.248,8412.144,8406.222,8454.004,8390.099,1496380997,29287043673
296,sz399352,深企综指,7876.323,23.354,0.297,7852.969,7848.046,7888.784,7830.535,3842989627,62193683804
297,sz399353,国证物流,2206.133,1.745,0.079,2204.388,2201.937,2206.229,2186.926,635846066,6192946645
298,sz399354,分析师指数,7231.744,24.626,0.342,7207.118,7187.09,7231.744,7160.893,2793632632,68422098709
299,sz399355,长三角,2917.836,-12.119,-0.414,2929.955,2920.774,2928.213,2907.723,805037474,16587531518
300,sz399356,珠三角,8687.199,24.663,0.285,8662.536,8653.5,8702.741,8625.974,1085768129,23105803359
301,sz399357,环渤海,2789.651,-19.101,-0.68,2808.752,2796.027,2800.764,2779.859,2668676510,23782692147
302,sz399358,国证环保,4887.822,-13.912,-0.284,4901.734,4882.678,4902.611,4849.608,727150119,19901865209
303,sz399359,国证基建,2787.798,-32.773,-1.162,2820.571,2805.622,2805.723,2781.232,2018757362,13860981116
304,sz399360,新硬件,4718.722,64.05,1.376,4654.672,4653.906,4719.187,4652.174,2460528235,47867746414
305,sz399361,在线消费,4173.745,60.64,1.474,4113.105,4116.232,4183.108,4113.521,2741637965,37306511387
306,sz399362,民企100,6482.172,26.422,0.409,6455.75,6435.058,6482.487,6418.026,1698365526,63877117060
307,sz399363,国证算力,4585.002,74.398,1.649,4510.604,4525.704,4609.042,4525.704,1345857072,51302337787
308,sz399364,消费100,8363.524,47.595,0.572,8315.929,8296.208,8364.544,8270.905,2129412212,67261713849
309,sz399365,国证粮食,13571.996,50.73,0.375,13521.266,13522.84,13597.199,13497.509,317605082,3371565514
310,sz399366,能源金属,1821.307,-11.654,-0.636,1832.961,1826.644,1832.59,1813.183,409097380,7768764454
311,sz399367,1000地产,3548.913,-4.67,-0.131,3553.583,3546.496,3569.429,3521.231,541146548,4193836064
312,sz399368,国证军工,7065.899,-19.337,-0.273,7085.236,7065.749,7094.283,7051.626,538052762,10606677799
313,sz399369,国证责任,1481.026,2.057,0.139,1478.969,1477.107,1481.026,1471.952,1821937505,30107081402
314,sz399370,国证成长,4271.392,10.663,0.25,4260.729,4246.95,4274.301,4232.912,3431571814,99113370951
315,sz399371,国证价值,5993.383,-35.788,-0.594,6029.171,6017.231,6017.889,5977.985,7643623841,65588671023
316,sz399372,大盘成长,4349.376,1.369,0.031,4348.007,4330.14,4352.634,4316.81,1364896156,42560631064
317,sz399373,大盘价值,7076.938,-48.267,-0.677,7125.205,7112.933,7120.211,7059.47,3449673595,32518566856
318,sz399374,中盘成长,4215.276,25.896,0.618,4189.38,4181.505,4216.333,4162.393,695982165,28078566339
319,sz399375,中盘价值,5009.58,-26.003,-0.516,5035.583,5019.363,5019.363,4992.751,1993665871,18128719859
320,sz399376,小盘成长,5162.139,26.373,0.514,5135.766,5125.284,5172.803,5103.611,1370693493,28474173548
321,sz399377,小盘价值,6513.045,-25.957,-0.397,6539.002,6530.514,6530.514,6492.605,2200284375,14941384308
322,sz399378,ESG 300,2407.947,-2.57,-0.107,2410.517,2406.229,2409.6,2397.587,5550433822,102429888117
323,sz399379,国证基金,7260.575,-11.505,-0.158,7272.08,7266.233,7266.233,7245.007,30538618838,36765780167
324,sz399380,国证ETF,1434.385,-1.755,-0.122,1436.14,1434.912,1435.006,1430.673,30366514720,36485389014
325,sz399381,1000能源,2766.481,-7.853,-0.283,2774.334,2764.245,2793.499,2753.37,839105745,5682640233
326,sz399382,1000材料,2569.929,-9.502,-0.368,2579.431,2572.558,2578.859,2557.365,1553598563,20490438473
327,sz399383,1000工业,2619.125,0.627,0.024,2618.498,2611.206,2621.692,2597.792,3093119399,47028246789
328,sz399384,1000可选,3434.41,64.009,1.899,3370.401,3365.796,3434.826,3365.001,2268148383,29427207344
329,sz399385,1000消费,11973.51,108.986,0.919,11864.524,11843.531,11982.571,11819.104,409468959,13479963798
330,sz399386,1000医药,6804.227,-52.251,-0.762,6856.478,6842.419,6842.419,6773.764,594681863,18976662573
331,sz399387,1000金融,4252.76,-45.306,-1.054,4298.066,4291.125,4291.125,4252.187,2940846491,22391445926
332,sz399388,1000信息,4468.81,27.723,0.624,4441.087,4435.018,4480.32,4431.277,3953970235,94345521383
333,sz399389,国证通信,4017.454,17.575,0.439,3999.879,3971.643,4024.035,3968.376,1672718912,36143164084
334,sz399390,1000公用,2480.897,-30.892,-1.23,2511.789,2506.441,2517.526,2479.078,803883531,5420449459
335,sz399391,投资时钟,3132.128,5.074,0.162,3127.054,3122.224,3134.533,3111.762,1750699157,26605857613
336,sz399392,国证新兴,2448.836,10.855,0.445,2437.981,2431.959,2448.906,2425.202,3038949788,72549066119
337,sz399393,国证地产,3816.06,-4.922,-0.129,3820.982,3815.108,3838.157,3786.975,818885164,5730423855
338,sz399394,国证医药,10013.597,-77.256,-0.766,10090.853,10068.938,10068.938,9966.282,521566128,17781271715
339,sz399395,国证有色,5207.027,-50.92,-0.968,5257.947,5233.537,5240.056,5194.868,640315888,9369609023
340,sz399396,国证食品,24124.736,260.898,1.093,23863.838,23836.221,24140.936,23759.004,209936646,10830802196
341,sz399397,国证文化,2405.534,10.155,0.424,2395.379,2390.392,2409.326,2384.857,2437701563,35568055674
342,sz399398,绩效指数,10997.819,84.335,0.773,10913.484,10882.102,10997.819,10822.856,716899435,22825725280
343,sz399399,中经GDP,6695.88,-4.624,-0.069,6700.504,6686.808,6703.603,6669.263,5535267282,98852605680
344,sz399400,大中盘,3434.649,-2.874,-0.084,3437.523,3429.263,3437.668,3417.852,11055325783,190672604743
345,sz399401,中小盘,3966.206,9.657,0.244,3956.549,3948.443,3971.085,3938.798,11381956019,168446115842
346,sz399402,周期100,2936.962,-3.704,-0.126,2940.666,2932.742,2942.607,2922.233,2603735789,45060048236
347,sz399403,防御100,8432.532,8.25,0.098,8424.282,8397.256,8433.83,8365.085,1286916674,34521104706
348,sz399404,大盘低波,5434.86,-55.97,-1.019,5490.83,5482.382,5482.719,5433.517,2262147542,16625867913
349,sz399405,大盘高贝,2043.218,8.585,0.422,2034.633,2029.771,2044.938,2019.273,1019368094,38034362315
350,sz399406,中盘低波,11719.867,-54.969,-0.467,11774.836,11757.053,11757.053,11704.332,1628891405,13354016042
351,sz399407,中盘高贝,2302.583,15.218,0.665,2287.365,2282.492,2307.48,2280.176,1242596214,37322039756
352,sz399408,小盘低波,13888.97,-67.509,-0.484,13956.479,13939.008,13939.008,13863.735,1951682851,11192216586
353,sz399409,小盘高贝,4694.501,40.538,0.871,4653.963,4646.395,4700.072,4633.45,2501976865,49807382157
354,sz399410,苏州率先,1920.984,25.595,1.35,1895.389,1899.727,1922.497,1887.89,346976980,9623706156
355,sz399411,红利100,3319.721,-13.086,-0.393,3332.807,3323.781,3327.847,3308.904,2305902371,19192188704
356,sz399412,国证新能,2739.624,7.618,0.279,2732.006,2722.344,2744.021,2706.105,679381627,21200412659
357,sz399413,国证转债,151.097,0.106,0.07,150.991,151.012,151.219,150.708,220868378,36960535281
358,sz399415,I100,6557.555,18.059,0.276,6539.496,6530.771,6559.218,6504.555,1644730743,33246447123
359,sz399416,I300,3383.177,23.75,0.707,3359.427,3358.762,3384.019,3337.626,1123222553,11566762319
360,sz399417,新能源车,3012.512,9.201,0.306,3003.311,2992.602,3024.677,2980.611,432149653,15919987439
361,sz399418,国证国安,3853.25,-10.226,-0.265,3863.476,3850.743,3862.454,3839.236,2377419843,51413904685
362,sz399419,国证高铁,1838.453,0.672,0.037,1837.781,1833.23,1839.618,1821.991,802167411,7543015165
363,sz399420,国证保证,1152.938,-10.834,-0.931,1163.772,1161.588,1161.588,1150.73,715491349,10207187881
364,sz399422,中关村A,3250.79,2.491,0.077,3248.299,3238.966,3254.083,3230.35,4628622381,71551810488
365,sz399423,中关村50,2554.089,13.528,0.532,2540.561,2530.003,2557.326,2525.208,762201718,20630865887
366,sz399427,专利领先,2536.326,-3.528,-0.139,2539.854,2535.925,2541.294,2527.689,1881296752,11853595206
367,sz399428,国证定增,3042.915,27.446,0.91,3015.469,3013.412,3049.025,3006.202,1029818305,17227952783
368,sz399429,新丝路,1369.747,-5.558,-0.404,1375.305,1370.899,1371.757,1362.881,1110922558,11710522383
369,sz399431,国证银行,6080.969,-79.825,-1.296,6160.794,6152.244,6152.279,6079.915,1678566558,8944899760
370,sz399432,智能汽车,5281.883,87.618,1.687,5194.265,5182.257,5300.134,5170.71,565127178,21037605512
371,sz399433,国证交运,1724.787,-1.283,-0.074,1726.07,1724.965,1725.723,1711.899,999828179,6992640896
372,sz399434,国证传媒,2072.656,23.861,1.165,2048.795,2049.912,2079.477,2049.003,1862135628,19900059562
373,sz399435,国证农牧,4149.476,2.975,0.072,4146.501,4130.716,4169.915,4121.583,380245633,3512386837
374,sz399436,绿色煤炭,3714.568,12.766,0.345,3701.802,3694.826,3726.669,3683.462,500737854,3258095020
375,sz399437,证券龙头,5097.684,-61.452,-1.191,5159.136,5143.895,5143.895,5089.5,627261529,7310795145
376,sz399438,绿色电力,1964.179,-20.831,-1.049,1985.01,1979.941,1982.594,1962.178,862592447,7087499837
377,sz399439,国证油气,1650.446,-7.274,-0.439,1657.72,1652.878,1666.826,1646.233,916456366,6577547639
378,sz399440,国证钢铁,1174.32,-3.845,-0.326,1178.165,1178.149,1180.845,1172.982,397630873,1660944012
379,sz399441,生物医药,2737.606,-9.718,-0.354,2747.324,2739.261,2757.386,2715.201,189686181,7537556811
380,sz399481,企债指数,126.331,0.002,0.002,126.329,126.329,126.332,126.327,4742010,455981147
381,sz399550,央视50,7013.077,-20.928,-0.298,7034.005,7032.953,7033.279,6986.613,1237577867,29102885714
382,sz399551,央视创新,8135.238,44.696,0.552,8090.542,8081.677,8135.358,8057.99,1012564976,29424561359
383,sz399552,央视成长,7733.614,-4.406,-0.057,7738.02,7723.299,7738.06,7697.313,932939961,19050861068
384,sz399553,央视回报,7296.346,30.95,0.426,7265.396,7264.952,7310.555,7242.75,470780533,14848966961
385,sz399554,央视治理,6932.911,9.176,0.133,6923.735,6922.318,6959.497,6905.84,1234773033,24926298266
386,sz399555,央视责任,4765.357,-16.542,-0.346,4781.899,4774.863,4775.365,4751.339,1405380729,23686210619
387,sz399556,央视生态,2487.848,2.715,0.109,2485.133,2475.607,2491.301,2463.858,710747210,18450281395
388,sz399557,央视文化,1958.471,12.579,0.646,1945.892,1941.422,1961.2,1937.547,2437701563,35568055674
389,sz399602,中小成长,1097.515,12.089,1.114,1085.426,1084.446,1099.519,1083.177,1342962145,37651660234
390,sz399604,中小价值,1894.087,5.568,0.295,1888.519,1884.694,1894.88,1879.444,1384125526,16950595870
391,sz399606,创业板R,2306.491,1.221,0.053,2305.27,2298.942,2309.673,2293.815,885850928,34406353790
392,sz399608,科技100,2970.358,10.496,0.355,2959.862,2953.408,2975.786,2947.375,1443629300,50126025784
393,sz399610,TMT50,5968.333,60.804,1.029,5907.529,5898.532,5972.896,5895.083,1751479050,44387448977
394,sz399611,中创100R,2368.984,9.88,0.419,2359.104,2353.368,2370.748,2347.87,1788570259,54825729369
395,sz399612,中创100,2089.733,7.958,0.382,2081.775,2075.958,2091.289,2071.108,1788570259,54825729369
396,sz399613,深证能源,3241.012,18.56,0.576,3222.452,3213.717,3246.799,3211.948,73404747,624406883
397,sz399614,深证材料,2922.967,-6.515,-0.222,2929.482,2919.965,2938.286,2908.232,902537924,14097575285
398,sz399615,深证工业,3294.381,8.164,0.248,3286.217,3276.329,3297.997,3256.272,1229959492,25464900859
399,sz399616,深证可选,5470.509,115.336,2.154,5355.173,5352.896,5471.545,5351.038,1602858375,21153181565
400,sz399617,深证消费,12046.088,130.278,1.093,11915.81,11866.595,12060.411,11860.113,129780367,5542860551
401,sz399618,深证医药,10265.397,-91.935,-0.888,10357.332,10338.543,10338.543,10223.438,339534840,10171755305
402,sz399619,深证金融,5538.576,-41.278,-0.74,5579.854,5561.254,5567.69,5532.011,456618889,4296631369
403,sz399620,深证信息,4212.649,36.975,0.885,4175.674,4170.017,4218.946,4169.012,4144061789,80944518154
404,sz399621,深证电信,3829.614,98.085,2.629,3731.529,3726.24,3836.597,3726.24,490820841,15908787330
405,sz399622,深证公用,1802.455,-30.483,-1.663,1832.938,1828.12,1835.217,1800.195,307711330,2356677563
406,sz399623,中小基础,7637.39,64.668,0.854,7572.722,7563.463,7642.341,7554.123,6427051806,94331981457
407,sz399624,中创400,2057.956,16.177,0.792,2041.779,2039.798,2059.597,2037.396,5919052034,89747447798
408,sz399625,中创500,1889.555,10.72,0.571,1878.835,1875.009,1890.722,1872.755,7707622293,144573177167
409,sz399626,中创成长,1496.159,5.048,0.339,1491.111,1487.23,1499.568,1484.459,1598891443,55311616293
410,sz399627,中创价值,2118.051,8.068,0.382,2109.983,2105.466,2121.513,2103.873,2380288160,39793396784
411,sz399628,700成长,1920.608,15.047,0.79,1905.561,1903.025,1921.788,1898.189,1729049078,33141996920
412,sz399629,700价值,2443.298,4.858,0.199,2438.44,2436.425,2445.585,2429.142,2606164007,25174725404
413,sz399630,1000成长,1368.637,5.644,0.414,1362.993,1359.187,1371.132,1357.403,3045844175,82955593334
414,sz399631,1000价值,1967.295,3.215,0.164,1964.08,1960.291,1969.656,1956.641,4497155856,51983763194
415,sz399632,深100EW,4621.063,23.777,0.517,4597.286,4582.713,4621.141,4569.873,2021576724,58045524512
416,sz399633,深300EW,5116.344,18.206,0.357,5098.138,5085.094,5123.622,5074.188,5077206950,114425746214
417,sz399634,中小等权,3528.444,24.228,0.691,3504.216,3496.037,3533.439,3491.499,2238269200,47529535320
418,sz399635,创业板EW,1724.829,2.927,0.17,1721.902,1717.203,1725.678,1712.615,885850928,34406353790
419,sz399636,深证装备,4505.926,29.551,0.66,4476.375,4461.464,4507.859,4455.538,1050274278,30508315318
420,sz399637,深证地产,2005.982,3.901,0.195,2002.081,2000.099,2012.947,1983.528,226064867,1697425713
421,sz399638,深证环保,5805.174,-14.253,-0.245,5819.427,5800.479,5829.311,5760.038,446517370,14723342359
422,sz399639,深证大宗,1853.77,-9.046,-0.486,1862.816,1854.914,1865.075,1845.465,438132047,8070211202
423,sz399640,创业基础,2106.074,5.136,0.244,2100.938,2095.737,2106.602,2093.171,5751818646,107352978736
424,sz399641,深证新兴,2115.043,9.158,0.435,2105.885,2101.268,2116.397,2099.023,3569004888,92097670143
425,sz399642,中小新兴,1914.359,17.873,0.942,1896.486,1893.238,1916.463,1890.614,2135584819,46264339683
426,sz399643,创业新兴,2600.321,3.18,0.122,2597.141,2589.379,2603.232,2585.564,1092910193,38216269165
427,sz399644,深证时钟,3642.651,19.876,0.549,3622.775,3611.76,3644.719,3603.352,1196660762,17927426752
428,sz399645,100低波,8913.176,-7.116,-0.08,8920.292,8879.854,8921.271,8856.955,953824463,19292068857
429,sz399646,深消费50,8100.969,132.146,1.658,7968.823,7952.696,8103.104,7949.064,990754119,18793798927
430,sz399647,深医药50,9953.729,-91.385,-0.91,10045.114,10027.794,10027.794,9914.913,284777656,8564271249
431,sz399648,深证GDP,10160.153,16.728,0.165,10143.425,10129.297,10163.877,10110.364,1736739741,45654215253
432,sz399649,中小红利,2958.104,1.913,0.065,2956.191,2947.029,2959.783,2937.098,507365333,7660253584
433,sz399650,中小治理,2240.32,17.698,0.796,2222.622,2220.231,2242.67,2217.306,617626780,14554603201
434,sz399651,中小责任,1667.724,5.919,0.356,1661.805,1657.651,1670.072,1654.731,902330129,16657796596
435,sz399652,中创高新,3562.608,32.049,0.908,3530.559,3528.378,3577.425,3519.789,991063084,25762904824
436,sz399653,深证龙头,2480.24,10.992,0.445,2469.248,2465.163,2480.722,2461.987,1261201378,33384958832
437,sz399654,深证文化,2822.586,29.681,1.063,2792.905,2795.387,2828.167,2791.878,3067625335,39325676533
438,sz399655,深证绩效,10888.495,70.548,0.652,10817.947,10770.466,10890.769,10719.67,905072481,26415310526
439,sz399656,100绩效,5899.832,44.948,0.768,5854.884,5837.685,5899.979,5816.295,2021576724,58045524512
440,sz399657,300绩效,6110.183,35.278,0.581,6074.905,6059.883,6112.464,6040.389,5077206950,114425746214
441,sz399658,中小绩效,4098.996,43.07,1.062,4055.926,4045.096,4100.822,4039.796,2238269200,47529535320
442,sz399659,深成指EW,3837.303,14.666,0.384,3822.637,3815.243,3842.389,3807.139,7840659871,150832151830
443,sz399660,中创EW,2199.938,14.398,0.659,2185.54,2179.756,2200.086,2174.781,1788570259,54825729369
444,sz399661,深证低波,5286.605,-10.522,-0.199,5297.127,5286.474,5300.963,5273.521,1382692289,17213561093
445,sz399662,深证高贝,1715.991,17.036,1.003,1698.955,1696.35,1719.249,1694.729,2108315781,64871690880
446,sz399663,中小低波,1771.899,4.401,0.249,1767.498,1764.447,1774.396,1760.24,1046631490,11379414818
447,sz399664,中小高贝,1123.487,22.421,2.036,1101.066,1102.415,1125.219,1102.009,2075599364,43908962172
448,sz399665,中创低波,1956.467,5.524,0.283,1950.943,1947.25,1958.729,1943.869,2127843011,27561539415
449,sz399666,中创高贝,1525.145,17.629,1.169,1507.516,1505.192,1526.309,1504.156,3151910357,85957446494
450,sz399667,创业板G,3236.591,-2.076,-0.064,3238.667,3228.377,3240.909,3216.33,560635438,26430849556
451,sz399668,创业板V,3786.366,26.334,0.7,3760.032,3745.987,3789.486,3745.547,1512063779,29146015423
452,sz399669,深证农业,9491.209,70.596,0.749,9420.613,9388.577,9498.503,9383.215,326383719,7031895135
453,sz399670,深周期50,3280.182,6.615,0.202,3273.567,3263.013,3289.212,3253.172,1136708493,23301628497
454,sz399671,深防御50,7930.241,46.91,0.595,7883.331,7863.633,7931.596,7849.038,506137900,16970976092
455,sz399672,深红利50,4010.124,5.222,0.13,4004.902,3991.082,4014.207,3973.611,375761541,4877610546
456,sz399673,创业板50,2036.727,0.784,0.039,2035.943,2029.195,2039.298,2023.604,557736199,26988396592
457,sz399674,深A医药,2200.875,-22.258,-1.001,2223.133,2219.653,2219.653,2191.957,1081935742,18097842163
458,sz399675,深互联网,3504.838,41.189,1.189,3463.649,3466.775,3515.022,3466.279,4112911124,69226806845
459,sz399676,深医药EW,3421.236,-38.685,-1.118,3459.921,3456.511,3456.511,3406.696,1081935742,18097842163
460,sz399677,深互联EW,4933.087,37.264,0.761,4895.823,4893.869,4939.091,4893.782,4112911124,69226806845
461,sz399678,深次新股,714.727,2.399,0.337,712.328,709.86,714.786,709.042,359679733,12510422313
462,sz399679,深证200R,4711.236,21.255,0.453,4689.981,4681.122,4721.47,4677.294,3055630226,56380221702
463,sz399680,深成能源,697.695,4.921,0.71,692.774,689.622,699.786,688.995,44150164,438689772
464,sz399681,深成材料,1006.445,-2.379,-0.236,1008.824,1005.307,1011.814,1001.433,789288031,12260789785
465,sz399682,深成工业,1474.697,2.083,0.141,1472.614,1468.6,1477.369,1458.896,868536554,20417456593
466,sz399683,深成可选,1591.838,31.666,2.03,1560.172,1559.732,1592.316,1559.383,1294323122,17003918015
467,sz399684,深成消费,2454.891,26.925,1.109,2427.966,2419.265,2456.941,2417.628,256063564,6455734371
468,sz399685,深成医药,2088.026,-18.451,-0.876,2106.477,2102.814,2102.814,2079.855,336644721,9535369088
469,sz399686,深成金融,1660.928,-13.275,-0.793,1674.203,1668.433,1669.274,1658.254,578204076,4977358364
470,sz399687,深成信息,2786.097,25.408,0.92,2760.689,2756.845,2790.311,2756.245,3102527767,66296087154
471,sz399688,深成电信,1975.63,41.443,2.143,1934.187,1930.739,1984.857,1930.613,221483088,10443327440
472,sz399689,深成公用,936.046,-15.975,-1.678,952.021,949.437,952.891,935.056,261723436,2048320716
473,sz399690,中小专利,2460.57,18.513,0.758,2442.057,2439.262,2460.929,2429.056,301295146,2573664512
474,sz399691,创业专利,2370.202,13.262,0.563,2356.94,2347.627,2370.651,2345.52,394887968,4023312812
475,sz399692,创业低波,3572.774,-0.124,-0.003,3572.898,3563.519,3575.158,3554.101,711612846,13714775243
476,sz399693,安防产业,4531.29,3.954,0.087,4527.336,4518.389,4551.508,4511.94,800494307,15939913324
477,sz399694,创业高贝,2791.911,17.318,0.624,2774.593,2767.226,2792.845,2759.958,1118982089,40397413780
478,sz399695,深证节能,2523.887,1.891,0.075,2521.996,2514.119,2530.322,2499.357,1132386316,22999935369
479,sz399696,深证创投,2810.278,28.479,1.024,2781.799,2781.658,2811.446,2778.551,1910117848,34739403638
480,sz399697,中关村60,3962.124,31.409,0.799,3930.715,3930.511,3969.853,3929.343,1631813656,25580224874
481,sz399698,优势成长,32964.949,95.406,0.29,32869.543,32852.539,32977.555,32480.568,75119835,1168137686
482,sz399699,金融科技,3730.745,13.053,0.351,3717.692,3712.934,3749.409,3711.052,1578074134,27828467367
483,sz399701,深证F60,7352.901,11.494,0.157,7341.407,7328.0,7362.143,7316.966,1511355697,24655287820
484,sz399702,深证F120,6777.047,6.603,0.098,6770.444,6755.995,6784.669,6742.809,2424287114,42757380108
485,sz399703,深证F200,6655.244,6.292,0.095,6648.952,6634.433,6662.617,6621.801,3385487312,66459014243
