date,open,close,high,low,volume
2020-05-14,2306.41,2265.78,2312.91,2252.78,944672
2020-05-15,2280.41,2254.4,2286.91,2239.77,756794
2020-05-18,2249.53,2249.53,2272.28,2236.52,637209
2020-05-19,2283.66,2275.53,2290.16,2260.9,600369
2020-05-20,2278.78,2299.91,2317.79,2260.9,690851
2020-05-21,2301.53,2282.03,2309.66,2275.53,552312
2020-05-22,2270.65,2204.02,2272.28,2204.02,856237
2020-05-25,2212.14,2210.52,2213.77,2178.01,410171
2020-05-26,2220.27,2223.52,2228.4,2207.27,396212
2020-05-27,2225.15,2217.02,2247.9,2210.52,482963
2020-05-28,2231.32,2263.83,2281.71,2221.57,960760
2020-05-29,2254.08,2252.45,2258.95,2239.45,457808
2020-06-01,2268.7,2304.46,2315.84,2265.45,882961
2020-06-02,2299.58,2341.84,2354.84,2297.96,883459
2020-06-03,2356.47,2340.22,2395.47,2333.71,956803
2020-06-04,2338.59,2345.09,2356.47,2319.09,583066
2020-06-05,2349.97,2348.34,2353.22,2322.34,383027
2020-06-08,2362.97,2353.22,2390.6,2346.72,585972
2020-06-09,2356.47,2361.34,2371.1,2338.59,474300
2020-06-10,2367.85,2332.09,2367.85,2317.46,580476
2020-06-11,2314.21,2265.45,2315.84,2252.45,1349040
2020-06-12,2236.2,2250.83,2255.7,2231.32,1030551
2020-06-15,2228.07,2223.2,2247.57,2219.95,660313
2020-06-16,2236.2,2234.57,2250.83,2229.7,718059
2020-06-17,2234.57,2228.07,2239.45,2213.44,716468
2020-06-18,2213.44,2213.44,2219.95,2185.81,1119648
2020-06-19,2208.57,2219.95,2226.45,2189.06,1539522
2020-06-22,2210.19,2193.94,2213.44,2190.69,1319080
2020-06-23,2195.57,2187.44,2202.07,2174.44,990807
2020-06-24,2193.94,2219.95,2232.95,2187.44,1523220
2020-06-29,2239.45,2219.95,2247.57,2205.32,1038480
2020-06-30,2224.82,2219.95,2232.95,2206.94,937940
2020-07-01,2218.32,2271.95,2276.83,2210.19,1697390
2020-07-02,2265.45,2322.34,2332.09,2247.57,2590501
2020-07-03,2345.09,2455.61,2466.99,2343.47,3768334
2020-07-06,2512.49,2688.02,2688.02,2510.87,4711461
2020-07-07,2788.79,2655.52,2842.43,2582.38,3964428
2020-07-08,2614.89,2701.03,2740.03,2614.89,2631339
2020-07-09,2684.77,2663.65,2684.77,2627.89,2243994
2020-07-10,2634.39,2554.75,2655.52,2538.5,2158773
2020-07-13,2528.75,2559.63,2590.51,2496.24,1937160
2020-07-14,2561.25,2525.5,2608.39,2504.37,1953566
2020-07-15,2541.75,2458.86,2554.75,2452.36,2042563
2020-07-16,2463.74,2439.36,2504.37,2434.48,1930891
2020-07-17,2442.61,2437.73,2460.49,2406.85,1291347
2020-07-20,2452.36,2533.62,2540.12,2431.23,1979632
2020-07-21,2525.5,2494.62,2525.5,2479.99,1252866
2020-07-22,2494.62,2481.61,2520.62,2458.86,1312952
2020-07-23,2453.98,2416.6,2462.11,2384.1,2027526
2020-07-24,2410.1,2333.71,2413.35,2320.71,1830882
2020-07-27,2361.34,2291.46,2362.97,2268.7,1880653
2020-07-28,2307.71,2307.71,2322.34,2281.71,1217006
2020-07-29,2309.34,2340.22,2354.84,2286.58,1519580
2020-07-30,2333.71,2312.59,2335.34,2312.59,964068
2020-07-31,2297.96,2307.71,2338.59,2293.08,1165822
2020-08-03,2328.84,2348.34,2353.22,2322.34,1445096
2020-08-04,2359.72,2421.48,2439.36,2330.46,2445663
2020-08-05,2385.72,2375.97,2390.6,2353.22,1440203
2020-08-06,2385.72,2398.73,2408.48,2358.09,1352511
2020-08-07,2382.47,2366.22,2398.73,2353.22,988678
2020-08-10,2361.34,2406.85,2418.23,2353.22,1587710
2020-08-11,2410.1,2436.11,2522.25,2410.1,2603308
2020-08-12,2449.11,2476.74,2496.24,2439.36,1596812
2020-08-13,2479.99,2444.23,2489.74,2437.73,837262
2020-08-14,2431.23,2491.37,2497.87,2424.73,1103216
2020-08-17,2512.49,2608.39,2634.39,2504.37,3268028
2020-08-18,2610.01,2601.88,2626.26,2562.88,1350261
2020-08-19,2595.38,2593.76,2634.39,2571.0,1420928
2020-08-20,2579.13,2510.87,2600.26,2501.12,1333802
2020-08-21,2530.37,2488.12,2530.37,2466.99,1234517
2020-08-24,2496.24,2489.74,2530.37,2481.61,919449
2020-08-25,2505.99,2512.49,2527.12,2489.74,748320
2020-08-26,2512.49,2475.11,2514.12,2460.49,734118
2020-08-27,2479.99,2489.74,2489.74,2432.86,626667
2020-08-28,2457.24,2598.63,2606.76,2457.24,2410400
2020-08-31,2626.26,2590.51,2688.02,2575.88,1797130
2020-09-01,2571.0,2600.26,2614.89,2558.0,813643
2020-09-02,2579.13,2629.51,2663.65,2579.13,1679383
2020-09-03,2629.51,2561.25,2631.14,2551.5,1279842
2020-09-04,2533.62,2571.0,2587.26,2512.49,909890
2020-09-07,2558.0,2567.75,2616.51,2549.88,1031377
2020-09-08,2577.51,2647.39,2647.39,2577.51,1407602
2020-09-09,2619.76,2611.64,2668.52,2598.63,1013572
2020-09-10,2629.51,2632.77,2655.52,2610.01,957092
2020-09-11,2606.76,2579.13,2626.26,2548.25,954236
2020-09-14,2579.13,2626.26,2626.26,2564.5,680251
2020-09-15,2610.01,2634.39,2655.52,2601.88,657133
2020-09-16,2629.51,2649.02,2665.27,2611.64,722415
2020-09-17,2665.27,2670.15,2694.53,2642.52,988216
2020-09-18,2678.27,2751.41,2754.66,2662.02,1373193
2020-09-21,2740.03,2717.28,2748.16,2692.9,896162
2020-09-22,2686.4,2670.15,2714.03,2640.89,867756
2020-09-23,2673.4,2679.9,2712.4,2660.39,599200
2020-09-24,2673.4,2597.01,2676.65,2597.01,1061011
2020-09-25,2610.01,2608.39,2627.89,2595.38,614087
2020-09-28,2608.39,2627.89,2637.64,2574.26,612711
2020-09-29,2640.89,2545.0,2644.14,2538.5,1182374
2020-09-30,2545.0,2605.14,2621.39,2545.0,1217065
2020-10-09,2626.26,2606.76,2666.9,2598.63,900426
2020-10-12,2613.26,2723.78,2748.16,2611.64,1591347
2020-10-13,2723.78,2749.78,2757.91,2702.65,908819
2020-10-14,2746.53,2744.91,2759.54,2707.53,662562
2020-10-15,2772.54,2831.05,2889.56,2764.41,1600062
2020-10-16,2831.05,2918.81,2962.7,2827.8,2095614
2020-10-19,2951.32,2980.57,3081.34,2951.32,2016106
2020-10-20,2980.57,2990.33,3000.08,2943.19,960072
2020-10-21,3006.58,3050.46,3065.09,2956.19,1244560
2020-10-22,3055.34,2993.58,3146.35,2951.32,1890519
2020-10-23,2988.7,3086.22,3191.86,2988.7,1698502
2020-10-26,3097.59,3016.33,3112.22,2975.7,1175599
2020-10-27,3065.09,3026.08,3065.09,2983.82,1034865
2020-10-28,3026.08,3004.95,3048.84,2949.69,1205824
2020-10-29,2990.33,3027.71,3053.71,2959.45,846604
2020-10-30,3022.83,3024.46,3123.6,3000.08,1007804
2020-11-02,3008.2,3004.95,3073.21,2956.19,968453
2020-11-03,3017.96,3058.59,3120.35,3016.33,957869
2020-11-04,3121.97,3117.1,3143.1,3058.59,1247636
2020-11-05,3125.22,3016.33,3146.35,2990.33,1429469
2020-11-06,3017.96,3006.58,3024.46,2938.32,848782
2020-11-09,3011.45,3039.08,3065.09,2990.33,951424
2020-11-10,3065.09,3082.97,3146.35,3053.71,1021063
2020-11-11,3097.59,3034.21,3113.85,3000.08,940130
2020-11-12,3034.21,3009.83,3055.34,2975.7,677258
2020-11-13,2970.82,2931.82,2978.95,2852.18,1289189
2020-11-16,2915.56,2962.7,2972.45,2886.31,759857
2020-11-17,2964.32,3037.46,3053.71,2943.19,852931
2020-11-18,3029.33,3139.85,3146.35,3024.46,1373401
2020-11-19,3160.98,3203.24,3224.37,3113.85,1211741
2020-11-20,3199.99,3204.86,3225.99,3149.6,673919
2020-11-23,3203.24,3328.38,3328.38,3195.11,1165858
2020-11-24,3328.38,3286.13,3338.13,3255.25,678543
2020-11-25,3305.63,3237.37,3341.38,3235.74,552585
2020-11-26,3235.74,3308.88,3326.76,3232.49,639658
2020-11-27,3390.14,3341.38,3390.14,3289.38,753774
2020-11-30,3373.89,3347.89,3533.17,3323.51,1581441
2020-12-01,3341.38,3398.27,3473.03,3292.63,1263720
2020-12-02,3378.77,3330.01,3399.89,3312.13,889385
2020-12-03,3354.39,3315.38,3367.39,3255.25,714452
2020-12-04,3304.0,3276.37,3304.0,3222.74,891348
2020-12-07,3278.0,3212.99,3291.0,3175.61,873807
2020-12-08,3214.61,3180.48,3232.49,3151.23,719648
2020-12-09,3193.48,3180.48,3235.74,3175.61,677221
2020-12-10,3183.73,3170.73,3208.11,3138.23,607867
2020-12-11,3180.48,3149.6,3195.11,3100.84,887794
2020-12-14,3162.6,3208.11,3237.37,3146.35,835992
2020-12-15,3195.11,3185.36,3203.24,3089.47,788858
2020-12-16,3195.11,3229.24,3243.87,3159.35,689070
2020-12-17,3212.99,3219.49,3238.99,3162.6,686141
2020-12-18,3227.62,3123.6,3243.87,3102.47,1058756
2020-12-21,3113.85,3110.6,3169.11,3069.96,906878
2020-12-22,3123.6,3048.84,3170.73,3045.58,1028738
2020-12-23,3058.59,3065.09,3076.47,3030.96,750083
2020-12-24,3089.47,3107.35,3144.73,3073.21,632950
2020-12-25,3107.35,3071.59,3107.35,3032.58,577077
2020-12-28,3068.34,3203.24,3204.86,3058.59,1270337
2020-12-29,3206.49,3255.25,3276.37,3178.86,963092
2020-12-30,3227.62,3260.12,3260.12,3182.11,978498
