datetime,open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count,volume
2022-12-16 09:31:00,3156.14,3160.51,3162.95,3155.24,92932760.0,9293277184.0,2022,12,16,9,31,2022-12-16 09:31,557,1461,92932760.0
2022-12-16 09:32:00,3160.75,3162.3,3163.04,3160.66,47050700.0,4705071104.0,2022,12,16,9,32,2022-12-16 09:32,507,1525,47050700.0
2022-12-16 09:33:00,3162.09,3161.48,3162.09,3160.55,41729488.0,4172949504.0,2022,12,16,9,33,2022-12-16 09:33,493,1548,41729488.0
2022-12-16 09:34:00,3161.6,3160.11,3161.6,3159.75,33470328.0,3347033600.0,2022,12,16,9,34,2022-12-16 09:34,458,1627,33470328.0
2022-12-16 09:35:00,3160.24,3160.49,3160.55,3159.06,33056356.0,3305636864.0,2022,12,16,9,35,2022-12-16 09:35,422,1648,33056356.0
2022-12-16 09:36:00,3160.61,3160.36,3160.89,3159.4,34243576.0,3424358656.0,2022,12,16,9,36,2022-12-16 09:36,415,1680,34243576.0
2022-12-16 09:37:00,3159.93,3160.85,3162.0,3159.93,31588892.0,3158889984.0,2022,12,16,9,37,2022-12-16 09:37,472,1618,31588892.0
2022-12-16 09:38:00,3161.16,3162.21,3163.05,3161.14,27251410.0,2725142016.0,2022,12,16,9,38,2022-12-16 09:38,467,1619,27251410.0
2022-12-16 09:39:00,3161.52,3161.58,3162.59,3161.11,30511880.0,3051189504.0,2022,12,16,9,39,2022-12-16 09:39,503,1578,30511880.0
2022-12-16 09:40:00,3162.22,3161.79,3163.02,3161.68,29452364.0,2945237248.0,2022,12,16,9,40,2022-12-16 09:40,519,1577,29452364.0
2022-12-16 09:41:00,3162.02,3162.82,3164.15,3161.49,29314092.0,2931410688.0,2022,12,16,9,41,2022-12-16 09:41,507,1588,29314092.0
2022-12-16 09:42:00,3162.7,3162.44,3163.87,3162.28,23342212.0,2334222592.0,2022,12,16,9,42,2022-12-16 09:42,497,1611,23342212.0
2022-12-16 09:43:00,3163.18,3161.15,3163.37,3160.81,23890172.0,2389018368.0,2022,12,16,9,43,2022-12-16 09:43,464,1640,23890172.0
2022-12-16 09:44:00,3160.66,3160.44,3161.7,3160.17,25430758.0,2543077120.0,2022,12,16,9,44,2022-12-16 09:44,448,1653,25430758.0
2022-12-16 09:45:00,3160.35,3158.88,3160.35,3158.64,22972994.0,2297300480.0,2022,12,16,9,45,2022-12-16 09:45,448,1664,22972994.0
2022-12-16 09:46:00,3158.72,3159.2,3160.0,3158.2,23615620.0,2361562880.0,2022,12,16,9,46,2022-12-16 09:46,423,1697,23615620.0
2022-12-16 09:47:00,3159.2,3158.61,3160.19,3158.1,20939208.0,2093921792.0,2022,12,16,9,47,2022-12-16 09:47,410,1726,20939208.0
2022-12-16 09:48:00,3158.97,3158.24,3159.37,3158.24,23919028.0,2391904000.0,2022,12,16,9,48,2022-12-16 09:48,424,1715,23919028.0
2022-12-16 09:49:00,3158.81,3158.28,3159.03,3157.4,21612644.0,2161264896.0,2022,12,16,9,49,2022-12-16 09:49,404,1739,21612644.0
2022-12-16 09:50:00,3157.55,3157.35,3158.22,3157.15,22239838.0,2223984896.0,2022,12,16,9,50,2022-12-16 09:50,386,1755,22239838.0
2022-12-16 09:51:00,3157.31,3158.78,3159.41,3157.31,23771392.0,2377139968.0,2022,12,16,9,51,2022-12-16 09:51,399,1742,23771392.0
2022-12-16 09:52:00,3158.96,3159.98,3160.12,3158.59,19388812.0,1938882176.0,2022,12,16,9,52,2022-12-16 09:52,446,1690,19388812.0
2022-12-16 09:53:00,3159.87,3158.57,3159.87,3158.36,23779564.0,2377957632.0,2022,12,16,9,53,2022-12-16 09:53,450,1691,23779564.0
2022-12-16 09:54:00,3158.62,3157.99,3159.09,3157.91,22466794.0,2246680320.0,2022,12,16,9,54,2022-12-16 09:54,436,1700,22466794.0
2022-12-16 09:55:00,3158.02,3157.8,3158.38,3157.13,20929336.0,2092934784.0,2022,12,16,9,55,2022-12-16 09:55,434,1695,20929336.0
2022-12-16 09:56:00,3157.77,3156.57,3158.36,3156.19,22122210.0,2212222464.0,2022,12,16,9,56,2022-12-16 09:56,405,1737,22122210.0
2022-12-16 09:57:00,3157.02,3155.91,3157.02,3155.77,18122678.0,1812268800.0,2022,12,16,9,57,2022-12-16 09:57,415,1727,18122678.0
2022-12-16 09:58:00,3156.13,3156.6,3157.03,3155.92,18641700.0,1864171264.0,2022,12,16,9,58,2022-12-16 09:58,431,1723,18641700.0
2022-12-16 09:59:00,3156.82,3154.58,3156.82,3154.58,17215764.0,1721577088.0,2022,12,16,9,59,2022-12-16 09:59,406,1731,17215764.0
2022-12-16 10:00:00,3154.57,3153.78,3155.0,3153.58,17717188.0,1771719552.0,2022,12,16,10,0,2022-12-16 10:00,402,1739,17717188.0
2022-12-16 10:01:00,3153.6,3157.47,3157.94,3153.6,22424628.0,2242464256.0,2022,12,16,10,1,2022-12-16 10:01,468,1667,22424628.0
2022-12-16 10:02:00,3157.45,3157.92,3158.33,3156.95,17767428.0,1776743808.0,2022,12,16,10,2,2022-12-16 10:02,467,1661,17767428.0
2022-12-16 10:03:00,3158.25,3157.9,3158.36,3157.56,14110758.0,1411076992.0,2022,12,16,10,3,2022-12-16 10:03,466,1667,14110758.0
2022-12-16 10:04:00,3158.15,3158.17,3159.04,3158.03,15989838.0,1598984704.0,2022,12,16,10,4,2022-12-16 10:04,494,1635,15989838.0
2022-12-16 10:05:00,3158.25,3159.1,3159.26,3158.13,16366220.0,1636622720.0,2022,12,16,10,5,2022-12-16 10:05,519,1602,16366220.0
2022-12-16 10:06:00,3159.27,3159.38,3159.38,3158.66,13387565.0,1338757376.0,2022,12,16,10,6,2022-12-16 10:06,511,1611,13387565.0
2022-12-16 10:07:00,3159.15,3158.55,3159.41,3158.18,16292024.0,1629203200.0,2022,12,16,10,7,2022-12-16 10:07,521,1597,16292024.0
2022-12-16 10:08:00,3158.67,3159.71,3159.71,3158.24,13441942.0,1344195072.0,2022,12,16,10,8,2022-12-16 10:08,534,1584,13441942.0
2022-12-16 10:09:00,3159.45,3159.08,3159.85,3158.37,12459047.0,1245905792.0,2022,12,16,10,9,2022-12-16 10:09,543,1569,12459047.0
2022-12-16 10:10:00,3159.15,3160.24,3160.24,3158.57,14699532.0,1469954176.0,2022,12,16,10,10,2022-12-16 10:10,553,1562,14699532.0
2022-12-16 10:11:00,3160.31,3160.95,3161.71,3160.11,19379756.0,1937976704.0,2022,12,16,10,11,2022-12-16 10:11,563,1572,19379756.0
2022-12-16 10:12:00,3161.05,3162.37,3162.37,3161.0,13701152.0,1370116224.0,2022,12,16,10,12,2022-12-16 10:12,579,1555,13701152.0
2022-12-16 10:13:00,3162.31,3162.41,3162.78,3162.18,12900099.0,1290010880.0,2022,12,16,10,13,2022-12-16 10:13,590,1548,12900099.0
2022-12-16 10:14:00,3162.58,3162.29,3163.15,3162.29,12574899.0,1257490816.0,2022,12,16,10,14,2022-12-16 10:14,585,1539,12574899.0
2022-12-16 10:15:00,3162.51,3162.5,3163.02,3161.99,11672182.0,1167219200.0,2022,12,16,10,15,2022-12-16 10:15,595,1532,11672182.0
2022-12-16 10:16:00,3162.53,3164.53,3165.21,3162.53,14080855.0,1408086400.0,2022,12,16,10,16,2022-12-16 10:16,625,1509,14080855.0
2022-12-16 10:17:00,3164.74,3164.04,3165.26,3163.46,13108504.0,1310851328.0,2022,12,16,10,17,2022-12-16 10:17,598,1535,13108504.0
2022-12-16 10:18:00,3163.87,3163.98,3164.64,3163.87,10956035.0,1095604480.0,2022,12,16,10,18,2022-12-16 10:18,616,1524,10956035.0
2022-12-16 10:19:00,3164.28,3164.03,3164.76,3163.65,11979867.0,1197987712.0,2022,12,16,10,19,2022-12-16 10:19,595,1542,11979867.0
2022-12-16 10:20:00,3163.88,3164.82,3164.98,3163.53,11786860.0,1178686976.0,2022,12,16,10,20,2022-12-16 10:20,614,1509,11786860.0
2022-12-16 10:21:00,3164.37,3165.67,3166.02,3164.37,15144228.0,1514423680.0,2022,12,16,10,21,2022-12-16 10:21,625,1495,15144228.0
2022-12-16 10:22:00,3165.83,3166.17,3166.89,3165.83,15577619.0,1557762816.0,2022,12,16,10,22,2022-12-16 10:22,641,1496,15577619.0
2022-12-16 10:23:00,3166.46,3165.84,3166.66,3165.61,12469703.0,1246971136.0,2022,12,16,10,23,2022-12-16 10:23,631,1495,12469703.0
2022-12-16 10:24:00,3165.71,3163.91,3165.71,3163.91,11996762.0,1199677312.0,2022,12,16,10,24,2022-12-16 10:24,620,1501,11996762.0
2022-12-16 10:25:00,3163.79,3164.0,3164.65,3163.53,11555792.0,1155580288.0,2022,12,16,10,25,2022-12-16 10:25,626,1503,11555792.0
2022-12-16 10:26:00,3164.2,3163.68,3164.81,3163.68,11815823.0,1181583232.0,2022,12,16,10,26,2022-12-16 10:26,622,1512,11815823.0
2022-12-16 10:27:00,3164.05,3163.81,3164.12,3163.21,10441380.0,1044138880.0,2022,12,16,10,27,2022-12-16 10:27,630,1501,10441380.0
2022-12-16 10:28:00,3163.2,3163.72,3164.51,3163.16,12553150.0,1255315840.0,2022,12,16,10,28,2022-12-16 10:28,639,1489,12553150.0
2022-12-16 10:29:00,3163.2,3165.65,3165.65,3163.2,12668735.0,1266874752.0,2022,12,16,10,29,2022-12-16 10:29,644,1479,12668735.0
2022-12-16 10:30:00,3165.21,3165.22,3165.66,3164.66,11177920.0,1117792896.0,2022,12,16,10,30,2022-12-16 10:30,661,1464,11177920.0
2022-12-16 10:31:00,3165.21,3165.96,3167.23,3165.21,15574170.0,1557417984.0,2022,12,16,10,31,2022-12-16 10:31,669,1458,15574170.0
2022-12-16 10:32:00,3166.02,3167.2,3167.25,3165.75,10984534.0,1098454400.0,2022,12,16,10,32,2022-12-16 10:32,676,1444,10984534.0
2022-12-16 10:33:00,3167.12,3168.31,3168.83,3166.66,12247923.0,1224793216.0,2022,12,16,10,33,2022-12-16 10:33,692,1429,12247923.0
2022-12-16 10:34:00,3168.1,3170.18,3170.45,3168.1,13563044.0,1356305536.0,2022,12,16,10,34,2022-12-16 10:34,726,1389,13563044.0
2022-12-16 10:35:00,3169.98,3172.33,3172.44,3169.98,13372011.0,1337201920.0,2022,12,16,10,35,2022-12-16 10:35,760,1362,13372011.0
2022-12-16 10:36:00,3172.03,3170.22,3172.18,3170.11,13391868.0,1339187840.0,2022,12,16,10,36,2022-12-16 10:36,736,1380,13391868.0
2022-12-16 10:37:00,3170.19,3171.19,3171.81,3170.19,11894383.0,1189439232.0,2022,12,16,10,37,2022-12-16 10:37,753,1364,11894383.0
2022-12-16 10:38:00,3171.8,3170.35,3172.05,3170.35,10564828.0,1056483776.0,2022,12,16,10,38,2022-12-16 10:38,747,1365,10564828.0
2022-12-16 10:39:00,3170.33,3169.94,3171.32,3169.94,9167437.0,916744704.0,2022,12,16,10,39,2022-12-16 10:39,748,1362,9167437.0
2022-12-16 10:40:00,3170.56,3173.62,3173.83,3170.4,12347220.0,1234722944.0,2022,12,16,10,40,2022-12-16 10:40,769,1341,12347220.0
2022-12-16 10:41:00,3173.55,3174.13,3175.35,3173.55,15678082.0,1567809408.0,2022,12,16,10,41,2022-12-16 10:41,773,1346,15678082.0
2022-12-16 10:42:00,3174.25,3174.05,3175.07,3173.52,11700702.0,1170071296.0,2022,12,16,10,42,2022-12-16 10:42,762,1354,11700702.0
2022-12-16 10:43:00,3174.45,3172.02,3175.02,3172.02,11427799.0,1142780928.0,2022,12,16,10,43,2022-12-16 10:43,743,1372,11427799.0
2022-12-16 10:44:00,3172.03,3172.31,3173.53,3172.02,10389823.0,1038983360.0,2022,12,16,10,44,2022-12-16 10:44,750,1379,10389823.0
2022-12-16 10:45:00,3172.08,3172.2,3172.75,3171.92,10988021.0,1098803200.0,2022,12,16,10,45,2022-12-16 10:45,759,1366,10988021.0
2022-12-16 10:46:00,3171.93,3169.85,3172.15,3169.85,12338933.0,1233894272.0,2022,12,16,10,46,2022-12-16 10:46,725,1381,12338933.0
